2077 2 95 93 94 . 84 110 . . . .
2078 2 116 120 132 118 108 128 . . . .
2078 2 122 145 132 129 112 114 . . . .
2079 2 . . 61 . 76 87 . . . .
2079 2 . 76 71 . 56 70 . . . .
2080 2 103 100 85 103 100 101 3 2 . .
2080 2 103 107 87 103 94 88 2 2 . .
2081 2 100 95 107 77 94 81 3 3 . .
2081 2 111 95 107 85 106 67 3 3 . .
2082 2 100 105 114 115 . 126 4 4 . .
2082 2 88 98 89 88 . 96 3 3 . .
2083 2 108 103 100 103 108 96 . . . .
2083 2 106 92 102 138 120 121 . . . .
2084 2 97 127 132 120 118 121 3 4 . .
2084 2 111 127 112 120 96 118 3 3 . .
2085 2 90 116 116 120 110 117 4 5 . .
2085 2 92 122 123 115 106 110 4 4 . .
2086 2 97 79 80 71 70 . . . . .
2086 2 106 83 104 99 112 . . . . .
2087 2 103 107 125 100 108 120 4 4 . .
2087 2 92 117 121 115 126 110 3 3 . .
2088 2 . . . 110 . 117 . . . .
2088 2 . . . 105 . 109 . . . .
2089 2 104 97 93 . . 105 4 4 . .
2089 2 124 93 123 . . 89 4 2 . .
2090 2 103 85 125 103 108 . 4 4 . .
2090 2 95 101 114 108 106 . 3 3 . .
2091 2 83 108 130 95 106 116 4 5 . .
2091 2 81 127 125 116 118 106 3 3 . .
2092 2 124 140 150 120 100 . . . . .
2092 2 108 150 150 120 108 . . . . .
2093 2 108 97 112 93 98 109 3 3 . .
2093 2 77 97 102 80 116 118 4 4 . .
2094 2 90 81 89 103 94 93 4 3 . .
2094 2 84 89 84 83 88 101 4 4 . .
2095 2 122 120 94 122 126 . . . . .
2095 2 124 120 109 127 108 . . . . .
2096 2 100 85 94 100 102 112 3 2 . .
2096 2 92 105 92 103 114 112 3 2 . .
2097 2 103 114 96 86 100 111 4 3 . .
2097 2 108 103 112 91 98 91 3 3 . .
2098 2 119 107 . 88 94 . . . . .
2098 2 111 103 . 81 90 . . . . .
2099 2 131 145 150 110 116 118 3 4 . .
2099 2 131 150 120 124 106 105 . . . .
2100 2 92 150 116 88 108 112 4 4 . .
2100 2 128 150 127 122 108 105 3 3 . .
2101 2 116 108 100 82 98 . 4 3 . .
2101 2 113 114 107 98 94 . 2 3 . .
2102 2 116 150 143 115 132 125 4 4 . .
2102 2 116 150 133 115 132 123 . . . .
2103 2 111 135 132 122 138 . . . . .
2103 2 106 112 106 127 112 . . . . .
2104 2 103 105 98 91 100 108 3 3 . .
2104 2 100 120 111 105 114 108 3 4 . .
2105 2 103 102 111 81 90 . . . . .
2105 2 100 93 80 73 92 . . . . .
2106 2 134 . . . . . . . . .
2106 2 107 . . . . . . . . .
2107 2 116 . . . . . . . . .
2107 2 116 . . . . . . . . .
2108 2 122 113 109 81 98 . . . . .
2108 2 108 108 102 93 94 . . . . .
2109 2 103 81 96 108 102 123 . . . .
2109 2 103 103 91 . 108 96 . . . .
2110 2 95 92 106 91 94 . . . . .
2110 2 101 114 139 114 118 . . . . .
2111 2 133 142 114 86 114 . . . . .
2111 2 108 95 104 100 124 . . . . .
2112 2 136 116 145 122 120 . . . . .
2112 2 112 124 125 108 124 . . . . .
2113 2 124 150 125 118 126 . . . . .
2113 2 142 127 121 120 136 . . . . .
2114 2 108 100 150 120 120 . . . . .
2114 2 136 142 127 136 130 . . . . .
2115 2 114 108 132 115 100 . . . . .
2115 2 116 106 132 110 94 . . . . .
2116 2 108 110 123 113 94 . . . . .
2116 2 119 131 109 115 118 . . . . .
2117 2 109 127 116 110 112 . . . . .
2117 2 118 118 123 125 108 . . . . .
2118 2 87 95 112 86 94 . . . . .
2118 2 95 102 112 108 100 . . . . .
2119 2 101 102 111 103 90 . . . . .
2119 2 116 113 114 110 108 . . . . .
2120 2 108 92 81 91 86 . . . . .
2120 2 97 69 85 79 86 . . . . .
2121 2 113 108 119 108 102 . . . . .
2121 2 95 110 119 115 102 . . . . .
2122 2 103 95 92 100 96 . . . . .
2122 2 128 112 100 110 114 . . . . .
2123 2 118 113 109 115 108 . . . . .
2123 2 114 122 135 110 112 . . . . .
2124 2 80 87 98 73 82 . . . . .
2124 2 119 92 87 73 96 . . . . .
2125 2 . 124 150 129 145 . . . . .
2125 2 . 145 130 115 130 . . . . .
2126 2 113 113 143 115 124 . . . . .
2126 2 113 113 137 124 138 . . . . .
2127 2 136 126 140 108 132 . . . . .
2127 2 95 103 121 115 108 . . . . .
2128 2 113 106 102 98 108 . . . . .
2128 2 88 77 102 115 102 . . . . .
2129 2 95 102 135 84 82 . . . . .
2129 2 111 101 130 79 94 . . . . .
2130 2 111 93 104 103 84 . . . . .
2130 2 103 113 127 103 96 . . . . .
2131 2 103 93 133 . 118 . . . . .
2131 2 122 95 111 . 86 . . . . .
2132 2 103 102 109 . 108 . . . . .
2132 2 116 100 104 . 102 . . . . .
2133 2 75 100 127 . 126 . . . . .
2133 2 108 103 119 . 108 . . . . .
2134 2 . 87 98 . . . . . . .
2134 2 80 74 88 . . . . . . .
2135 2 100 . . . . . . . . .
2135 2 100 . . . 88 . . . . .
2136 2 131 110 112 . 100 . . . . .
2136 2 124 131 150 . 110 . . . . .
2137 2 70 87 88 86 94 110 4 4 4 4
2137 2 90 72 88 103 96 118 3 2 . .
2138 2 90 110 . 122 . 102 3 4 4 4
2138 2 116 131 . 122 . 120 4 4 3 5
2139 2 80 87 77 71 100 97 . . . .
2139 2 90 89 89 71 88 99 . . . .
2140 2 116 . . . . . . . . .
2140 2 95 . . . . . . . . .
2141 2 80 89 110 115 114 126 3 2 4 3
2141 2 90 95 124 98 96 116 3 1 3 3
2142 2 75 97 91 . . . . . . .
2142 2 92 103 106 . . . . . . .
2143 2 111 117 109 118 130 105 2 2 3 2
2143 2 124 126 112 103 90 102 . . 4 3
2144 2 119 89 100 88 82 99 . . . .
2144 2 139 104 112 88 98 101 . . . .
2145 2 88 91 . 88 96 . 3 3 . .
2145 2 103 91 . 95 108 . 3 3 . .
2146 2 128 114 102 118 106 109 . . 3 4
2146 2 119 87 92 88 94 90 . . 2 2
2147 2 111 145 125 98 106 123 . . 3 3
2147 2 95 128 125 113 102 130 . . 5 5
2148 2 95 107 . 86 98 . . . . .
2148 2 114 103 . . 86 . . . . .
2149 2 116 87 96 93 98 112 . . 4 3
2149 2 103 85 102 89 92 112 . . 4 4
2150 2 40 81 96 105 104 134 3 3 . .
2150 2 90 89 114 98 104 125 3 2 . .
2151 2 116 110 114 103 106 114 . . . .
2151 2 116 122 109 115 104 123 . . . .
2152 2 111 98 114 105 96 102 4 2 . .
2152 2 108 105 116 98 100 97 3 4 . .
2153 2 106 92 114 110 . 123 4 3 . .
2153 2 116 95 104 117 . 128 4 3 . .
2154 2 103 85 83 78 72 71 3 3 . .
2154 2 100 83 79 71 90 89 3 2 . .
2155 2 108 108 109 115 102 99 . . . .
2155 2 88 108 102 115 102 112 . . . .
2156 2 95 . 98 88 . 105 . . . .
2156 2 97 . 89 91 . 100 . . . .
2157 2 82 101 83 108 102 102 . . . .
2157 2 92 72 76 100 94 93 3 3 . .
2158 2 95 87 80 . . 88 . . . .
2158 2 88 71 89 . . 98 . . . .
2159 2 113 81 . 110 112 109 . . . .
2159 2 106 93 96 129 120 112 . . . .
2160 2 124 122 145 134 126 115 . . . .
2160 2 104 128 125 113 98 123 4 4 . .
2161 2 119 . 135 125 106 100 4 4 . .
2161 2 111 . 100 115 96 93 3 5 . .
2162 2 116 120 106 122 96 121 4 4 . .
2162 2 103 114 114 118 106 119 5 5 . .
2163 2 131 107 107 . 108 123 4 3 . .
2163 2 126 118 121 . 110 112 4 4 . .
2164 2 95 103 109 115 112 102 3 5 . .
2164 2 88 95 88 86 114 109 4 5 . .
2165 2 107 105 87 79 104 120 . . . .
2165 2 118 108 106 108 100 110 . . . .
2166 2 90 95 80 . 104 103 . . . .
2166 2 107 93 96 . 110 94 . . . .
2167 2 100 98 98 129 94 105 . . . .
2167 2 119 . 109 100 94 108 4 4 . .
2168 2 92 . 92 88 106 97 3 3 . .
2168 2 80 95 95 132 96 112 3 3 . .
2169 2 113 . . 129 . 131 4 4 . .
2169 2 119 . . 88 . 118 3 2 . .
2170 2 111 97 77 84 94 94 4 2 . .
2170 2 106 109 96 98 88 119 4 4 . .
2171 2 88 87 94 110 112 . 4 5 . .
2171 2 116 103 93 108 124 . 5 5 4 5
2172 2 108 131 111 115 . 121 4 4 . .
2172 2 124 131 125 129 . 126 4 4 . .
2173 2 131 134 132 88 100 92 2 2 . .
2173 2 119 111 114 95 90 82 . . . .
2174 2 90 . 94 91 94 91 4 3 . .
2174 2 98 107 102 108 102 103 4 4 . .
2175 2 103 118 135 100 106 91 3 3 . .
2175 2 111 106 107 103 102 102 3 3 . .
2176 2 100 87 81 103 94 95 3 2 . .
2176 2 126 106 116 95 106 101 3 3 . .
2177 2 106 101 106 108 . . . . . .
2177 2 108 111 114 108 . . . . . .
2178 2 106 72 . 86 84 85 . 1 . .
2178 2 106 97 96 93 84 83 . . . .
2179 2 95 101 100 91 94 108 3 3 . .
2179 2 95 116 106 122 136 140 5 5 . .
2180 2 113 . . 88 . 105 . . . .
2180 2 108 . . 78 . 99 . . . .
2181 2 108 150 119 159 120 127 5 5 . .
2181 2 97 122 127 122 106 127 4 4 . .
2182 2 106 120 109 115 96 116 . . . .
2182 2 106 . 98 108 106 110 . . . .
2183 2 100 122 117 125 118 126 4 4 . .
2183 2 122 120 140 134 143 141 4 4 . .
2184 2 101 116 125 . 96 . 3 2 . .
2184 2 121 102 135 . 132 . 3 3 . .
2185 2 111 98 123 108 120 . . . . .
2185 2 111 128 137 105 118 . . . . .
2186 2 108 116 114 100 108 112 4 4 . .
2186 2 103 108 100 78 77 98 3 3 . .
2187 2 100 105 100 100 118 . . . . .
2187 2 108 110 91 81 108 . . . . .
2188 2 116 135 130 131 118 . . . . .
2188 2 82 112 109 110 94 . . . . .
2189 2 111 118 132 120 118 . . . . .
2189 2 82 97 112 115 108 . . . . .
2190 2 107 . 90 91 . . . . . .
2190 2 107 . 100 77 . . . . . .
2191 2 104 . 66 68 104 . . . . .
2191 2 121 102 102 112 92 . . . . .
2192 2 111 87 84 86 86 . . . . .
2192 2 106 83 121 91 92 . . . . .
2193 2 119 . . . . . . . . .
2193 2 108 . . . . . . . . .
2194 2 85 108 119 91 96 . . . . .
2194 2 100 100 96 84 77 . . . . .
2195 2 116 128 127 117 124 . . . . .
2195 2 100 124 137 134 114 . . . . .
2196 2 104 95 114 . 110 . . . . .
2196 2 95 105 130 . 116 . . . . .
2197 2 107 109 102 103 108 . . . . .
2197 2 124 93 125 112 112 . . . . .
2198 2 85 95 109 . 106 . . . . .
2198 2 97 98 119 . 96 . . . . .
